distance	signal	standard deviation	error (%)
0.0000	2.5519	0.0208	0.8136
1.0000	2.5502	0.0195	0.7663
2.0000	2.5510	0.0202	0.7938
3.0000	2.5394	0.0288	1.1336
4.0000	2.5591	0.0273	1.0663
5.0000	2.5513	0.0239	0.9374
6.0000	2.5496	0.0174	0.6809
7.0000	2.5530	0.0144	0.5623
8.0000	2.5366	0.0146	0.5762
9.0000	2.5487	0.0299	1.1750
10.0000	2.5375	0.0289	1.1381
11.0000	2.5493	0.0206	0.8074
12.0000	2.5343	0.0172	0.6787
13.0000	2.5566	0.0237	0.9277
14.0000	2.5483	0.0166	0.6495
15.0000	2.5368	0.0302	1.1890
16.0000	2.5449	0.0111	0.4380
17.0000	2.5500	0.0095	0.3743
18.0000	2.5387	0.0139	0.5485
19.0000	2.5543	0.0185	0.7259
20.0000	2.5469	0.0171	0.6725
21.0000	2.5406	0.0227	0.8918
22.0000	2.5643	0.0191	0.7460
23.0000	2.5477	0.0274	1.0774
24.0000	2.5575	0.0154	0.6037
25.0000	2.5486	0.0226	0.8861
26.0000	2.5608	0.0245	0.9573
27.0000	2.5486	0.0222	0.8709
28.0000	2.5540	0.0088	0.3442
29.0000	2.5451	0.0277	1.0902
30.0000	2.5465	0.0162	0.6344
31.0000	2.5673	0.0226	0.8801
32.0000	2.5404	0.0322	1.2695
33.0000	2.5385	0.0204	0.8056
34.0000	2.5538	0.0168	0.6598
35.0000	2.5396	0.0351	1.3833
36.0000	2.5550	0.0227	0.8866
37.0000	2.5554	0.0216	0.8449
38.0000	2.5501	0.0151	0.5934
39.0000	2.5632	0.0275	1.0712
40.0000	2.5504	0.0134	0.5258
41.0000	2.5436	0.0253	0.9964
42.0000	2.5483	0.0173	0.6798
43.0000	2.5552	0.0151	0.5917
44.0000	2.5345	0.0398	1.5694
45.0000	2.5497	0.0200	0.7830
46.0000	2.5504	0.0098	0.3844
47.0000	2.5421	0.0129	0.5068
48.0000	2.5410	0.0288	1.1322
49.0000	2.5462	0.0258	1.0149
50.0000	2.5590	0.0230	0.9003
51.0000	2.5582	0.0213	0.8329
52.0000	2.5398	0.0159	0.6253
53.0000	2.5450	0.0227	0.8916
54.0000	2.5554	0.0203	0.7927
55.0000	2.5500	0.0223	0.8733
56.0000	2.5549	0.0291	1.1392
57.0000	2.5463	0.0197	0.7733
58.0000	2.5354	0.0259	1.0231
59.0000	2.5483	0.0104	0.4076
60.0000	2.5461	0.0147	0.5776
61.0000	2.5444	0.0172	0.6767
62.0000	2.5369	0.0285	1.1228
63.0000	2.5441	0.0180	0.7092
64.0000	2.5622	0.0268	1.0448
65.0000	2.5372	0.0364	1.4338
66.0000	2.5524	0.0110	0.4302
67.0000	2.5448	0.0170	0.6696
68.0000	2.5464	0.0272	1.0662
69.0000	2.5527	0.0083	0.3249
70.0000	2.5554	0.0209	0.8172
71.0000	2.5577	0.0186	0.7277
72.0000	2.5519	0.0203	0.7961
73.0000	2.5460	0.0150	0.5878
74.0000	2.5481	0.0384	1.5056
75.0000	2.5485	0.0120	0.4700
76.0000	2.5450	0.0199	0.7826
77.0000	2.5441	0.0158	0.6197
78.0000	2.5538	0.0289	1.1318
79.0000	2.5544	0.0218	0.8524
80.0000	2.5337	0.0265	1.0445
81.0000	2.5476	0.0207	0.8139
82.0000	2.5609	0.0178	0.6934
83.0000	2.5377	0.0304	1.1984
84.0000	2.5538	0.0137	0.5370
85.0000	2.5412	0.0148	0.5831
86.0000	2.5275	0.0344	1.3598
87.0000	2.5422	0.0273	1.0732
88.0000	2.5537	0.0203	0.7964
89.0000	2.5508	0.0137	0.5378
90.0000	2.5550	0.0199	0.7790
91.0000	2.5472	0.0149	0.5864
92.0000	2.5409	0.0146	0.5765
93.0000	2.5413	0.0156	0.6132
94.0000	2.5468	0.0340	1.3364
95.0000	2.5500	0.0127	0.4990
96.0000	2.5527	0.0263	1.0294
97.0000	2.5413	0.0268	1.0533
98.0000	2.5612	0.0205	0.8010
99.0000	2.5504	0.0162	0.6359
