distance	signal	standard deviation	error (%)
0.0000	3.9259	0.0363	0.9242
1.0000	3.9408	0.0439	1.1142
2.0000	3.9447	0.0273	0.6922
3.0000	3.9495	0.0311	0.7882
4.0000	3.9594	0.0573	1.4468
5.0000	3.9651	0.0293	0.7381
6.0000	3.9479	0.0449	1.1363
7.0000	3.9412	0.0310	0.7853
8.0000	3.9611	0.0424	1.0694
9.0000	3.9627	0.0488	1.2313
10.0000	3.9348	0.0313	0.7952
11.0000	3.9271	0.0505	1.2869
12.0000	3.9460	0.0292	0.7409
13.0000	3.9299	0.0407	1.0347
14.0000	3.9413	0.0372	0.9433
15.0000	3.9429	0.0392	0.9954
16.0000	3.9394	0.0289	0.7343
17.0000	3.9522	0.0396	1.0013
18.0000	3.9390	0.0495	1.2578
19.0000	3.9515	0.0294	0.7444
20.0000	3.9634	0.0524	1.3232
21.0000	3.9379	0.0223	0.5654
22.0000	3.9226	0.0254	0.6488
23.0000	3.9464	0.0344	0.8728
24.0000	3.9555	0.0350	0.8855
25.0000	3.9641	0.0276	0.6958
26.0000	3.9375	0.0650	1.6513
27.0000	3.9491	0.0406	1.0288
28.0000	3.9311	0.0340	0.8651
29.0000	3.9694	0.0473	1.1912
30.0000	3.9486	0.0341	0.8629
31.0000	3.9396	0.0247	0.6273
32.0000	3.9450	0.0344	0.8711
33.0000	3.9406	0.0349	0.8851
34.0000	3.9378	0.0289	0.7332
35.0000	3.9461	0.0378	0.9569
36.0000	3.9421	0.0283	0.7187
37.0000	3.9428	0.0457	1.1579
38.0000	3.9509	0.0358	0.9072
39.0000	3.9492	0.0286	0.7240
40.0000	3.9278	0.0359	0.9146
41.0000	3.9509	0.0591	1.4964
42.0000	3.9574	0.0541	1.3681
43.0000	3.9447	0.0271	0.6861
44.0000	3.9465	0.0357	0.9036
45.0000	3.9351	0.0294	0.7479
46.0000	3.9228	0.0455	1.1607
47.0000	3.9480	0.0365	0.9253
48.0000	3.9404	0.0284	0.7214
49.0000	3.9489	0.0313	0.7923
50.0000	3.9688	0.0406	1.0223
51.0000	3.9583	0.0412	1.0403
52.0000	3.9538	0.0413	1.0448
53.0000	3.9385	0.0234	0.5934
54.0000	3.9274	0.0325	0.8271
55.0000	3.9404	0.0359	0.9115
56.0000	3.9211	0.0310	0.7906
57.0000	3.9535	0.0319	0.8065
58.0000	3.9448	0.0254	0.6433
59.0000	3.9451	0.0397	1.0066
60.0000	3.9424	0.0276	0.6992
61.0000	3.9122	0.0318	0.8127
62.0000	3.9488	0.0287	0.7264
63.0000	3.9333	0.0464	1.1799
64.0000	3.9396	0.0332	0.8425
65.0000	3.9378	0.0340	0.8639
66.0000	3.9219	0.0220	0.5608
67.0000	3.9316	0.0298	0.7576
68.0000	3.9537	0.0346	0.8741
69.0000	3.9427	0.0320	0.8117
70.0000	3.9471	0.0261	0.6615
71.0000	3.9409	0.0312	0.7908
72.0000	3.9393	0.0365	0.9268
73.0000	3.9404	0.0310	0.7879
74.0000	3.9469	0.0200	0.5063
75.0000	3.9369	0.0388	0.9846
76.0000	3.9410	0.0371	0.9420
77.0000	3.9680	0.0278	0.7010
78.0000	3.9535	0.0341	0.8614
79.0000	3.9562	0.0377	0.9540
80.0000	3.9395	0.0359	0.9110
81.0000	3.9390	0.0317	0.8050
82.0000	3.9538	0.0659	1.6669
83.0000	3.9636	0.0417	1.0522
84.0000	3.9462	0.0401	1.0154
85.0000	3.9333	0.0331	0.8405
86.0000	3.9643	0.0464	1.1695
87.0000	3.9209	0.0493	1.2570
88.0000	3.9520	0.0311	0.7876
89.0000	3.9503	0.0307	0.7769
90.0000	3.9293	0.0294	0.7478
91.0000	3.9438	0.0344	0.8732
92.0000	3.9507	0.0403	1.0212
93.0000	3.9329	0.0365	0.9292
94.0000	3.9458	0.0432	1.0944
95.0000	3.9704	0.0256	0.6460
96.0000	3.9576	0.0386	0.9752
97.0000	3.9503	0.0439	1.1122
98.0000	3.9368	0.0221	0.5615
99.0000	3.9623	0.0329	0.8304
