distance	signal	standard deviation	error (%)
0.0000	0.9982	0.0052	0.5249
1.0000	1.0003	0.0055	0.5481
2.0000	1.0062	0.0044	0.4373
3.0000	0.9987	0.0049	0.4889
4.0000	0.9988	0.0051	0.5141
5.0000	0.9992	0.0047	0.4750
6.0000	1.0008	0.0041	0.4112
7.0000	1.0003	0.0063	0.6255
8.0000	1.0010	0.0031	0.3075
9.0000	1.0022	0.0062	0.6160
10.0000	0.9991	0.0058	0.5763
11.0000	1.0025	0.0055	0.5509
12.0000	1.0033	0.0078	0.7796
13.0000	1.0035	0.0037	0.3638
14.0000	1.0008	0.0071	0.7116
15.0000	0.9973	0.0058	0.5770
16.0000	0.9992	0.0061	0.6058
17.0000	1.0039	0.0073	0.7227
18.0000	1.0005	0.0072	0.7169
19.0000	0.9978	0.0069	0.6885
20.0000	1.0006	0.0062	0.6152
21.0000	1.0008	0.0061	0.6112
22.0000	1.0013	0.0068	0.6773
23.0000	1.0019	0.0085	0.8445
24.0000	1.0004	0.0039	0.3875
25.0000	1.0015	0.0074	0.7404
26.0000	1.0036	0.0055	0.5465
27.0000	0.9983	0.0067	0.6705
28.0000	1.0001	0.0078	0.7842
29.0000	0.9997	0.0047	0.4677
30.0000	1.0015	0.0056	0.5545
31.0000	1.0032	0.0096	0.9538
32.0000	0.9989	0.0077	0.7748
33.0000	0.9997	0.0071	0.7107
34.0000	1.0001	0.0043	0.4272
35.0000	1.0006	0.0034	0.3357
36.0000	0.9986	0.0058	0.5832
37.0000	1.0000	0.0063	0.6292
38.0000	1.0023	0.0067	0.6696
39.0000	1.0040	0.0044	0.4426
40.0000	1.0024	0.0064	0.6351
41.0000	1.0012	0.0045	0.4479
42.0000	0.9990	0.0039	0.3951
43.0000	1.0009	0.0027	0.2728
44.0000	1.0025	0.0058	0.5826
45.0000	0.9995	0.0047	0.4692
46.0000	1.0008	0.0059	0.5849
47.0000	1.0015	0.0054	0.5383
48.0000	1.0021	0.0049	0.4904
49.0000	1.0034	0.0060	0.5968
