distance	signal	standard deviation	error (%)
0.0000	1.0043	0.0032	0.3140
1.0000	1.0032	0.0061	0.6045
2.0000	0.9990	0.0036	0.3641
3.0000	1.0003	0.0041	0.4074
4.0000	0.9999	0.0051	0.5127
5.0000	1.0022	0.0052	0.5152
6.0000	1.0011	0.0083	0.8324
7.0000	1.0004	0.0063	0.6287
8.0000	0.9986	0.0048	0.4794
9.0000	1.0016	0.0053	0.5280
10.0000	1.0004	0.0059	0.5848
11.0000	1.0009	0.0055	0.5540
12.0000	0.9987	0.0050	0.4972
13.0000	0.9998	0.0069	0.6876
14.0000	1.0017	0.0062	0.6144
15.0000	1.0019	0.0059	0.5900
16.0000	1.0000	0.0063	0.6273
17.0000	0.9996	0.0049	0.4874
18.0000	1.0007	0.0063	0.6267
19.0000	0.9999	0.0057	0.5700
20.0000	1.0001	0.0041	0.4149
21.0000	1.0021	0.0053	0.5259
22.0000	1.0002	0.0063	0.6313
23.0000	1.0011	0.0047	0.4738
24.0000	1.0022	0.0057	0.5646
25.0000	0.9995	0.0067	0.6709
26.0000	0.9999	0.0056	0.5621
27.0000	1.0004	0.0053	0.5252
28.0000	0.9998	0.0035	0.3550
29.0000	1.0038	0.0052	0.5172
30.0000	0.9990	0.0060	0.5995
31.0000	1.0008	0.0043	0.4281
32.0000	1.0008	0.0052	0.5202
33.0000	1.0005	0.0051	0.5118
34.0000	1.0027	0.0053	0.5329
35.0000	1.0008	0.0045	0.4462
36.0000	1.0008	0.0041	0.4087
37.0000	1.0000	0.0064	0.6406
38.0000	1.0003	0.0039	0.3940
39.0000	0.9998	0.0061	0.6059
40.0000	1.0011	0.0045	0.4515
41.0000	1.0017	0.0051	0.5049
42.0000	1.0010	0.0053	0.5314
43.0000	1.0027	0.0065	0.6502
44.0000	1.0016	0.0061	0.6058
45.0000	0.9996	0.0071	0.7058
46.0000	0.9997	0.0051	0.5099
47.0000	0.9986	0.0069	0.6870
48.0000	1.0012	0.0070	0.7005
49.0000	1.0016	0.0055	0.5508
