distance	signal	standard deviation	error (%)
0.0000	2.7863	0.0217	0.7786
1.0000	2.7833	0.0185	0.6633
2.0000	2.7837	0.0156	0.5602
3.0000	2.7842	0.0210	0.7540
4.0000	2.7856	0.0184	0.6589
5.0000	2.7876	0.0203	0.7269
6.0000	2.7876	0.0191	0.6847
7.0000	2.7797	0.0146	0.5266
8.0000	2.7843	0.0202	0.7238
9.0000	2.7858	0.0171	0.6150
10.0000	2.7855	0.0173	0.6208
11.0000	2.7857	0.0182	0.6517
12.0000	2.7753	0.0174	0.6285
13.0000	2.7852	0.0127	0.4555
14.0000	2.7799	0.0183	0.6594
15.0000	2.7839	0.0168	0.6026
16.0000	2.7825	0.0183	0.6586
17.0000	2.7775	0.0183	0.6595
18.0000	2.7871	0.0185	0.6621
19.0000	2.7884	0.0173	0.6208
20.0000	2.7846	0.0225	0.8068
21.0000	2.7724	0.0135	0.4884
22.0000	2.7810	0.0199	0.7143
23.0000	2.7852	0.0197	0.7082
24.0000	2.7877	0.0176	0.6321
25.0000	2.7833	0.0214	0.7672
26.0000	2.7781	0.0184	0.6636
27.0000	2.7794	0.0212	0.7621
28.0000	2.7773	0.0175	0.6310
29.0000	2.7855	0.0187	0.6718
30.0000	2.7826	0.0272	0.9790
31.0000	2.7914	0.0161	0.5760
32.0000	2.7874	0.0195	0.7005
33.0000	2.7911	0.0151	0.5415
34.0000	2.7839	0.0190	0.6823
35.0000	2.7717	0.0192	0.6930
36.0000	2.7834	0.0168	0.6051
37.0000	2.7901	0.0250	0.8950
38.0000	2.7774	0.0140	0.5027
39.0000	2.7886	0.0232	0.8337
40.0000	2.7779	0.0245	0.8821
41.0000	2.7886	0.0191	0.6833
42.0000	2.7823	0.0145	0.5196
43.0000	2.7778	0.0124	0.4470
44.0000	2.7832	0.0199	0.7166
45.0000	2.7821	0.0203	0.7293
46.0000	2.7824	0.0218	0.7831
47.0000	2.7832	0.0218	0.7843
48.0000	2.7840	0.0226	0.8121
49.0000	2.7756	0.0190	0.6862
