distance	signal	standard deviation	error (%)
0.0000	1.1330	0.0041	0.3623
1.0000	1.1347	0.0063	0.5572
2.0000	1.1320	0.0057	0.5003
3.0000	1.1336	0.0061	0.5423
4.0000	1.1336	0.0047	0.4122
5.0000	1.1334	0.0031	0.2707
6.0000	1.1333	0.0041	0.3643
7.0000	1.1311	0.0045	0.3964
8.0000	1.1375	0.0047	0.4122
9.0000	1.1338	0.0042	0.3732
10.0000	1.1314	0.0040	0.3525
11.0000	1.1338	0.0047	0.4111
12.0000	1.1333	0.0044	0.3887
13.0000	1.1369	0.0065	0.5720
14.0000	1.1294	0.0056	0.4987
15.0000	1.1335	0.0041	0.3604
16.0000	1.1323	0.0043	0.3834
17.0000	1.1275	0.0047	0.4153
18.0000	1.1305	0.0047	0.4176
19.0000	1.1312	0.0044	0.3906
20.0000	1.1282	0.0035	0.3115
21.0000	1.1308	0.0033	0.2878
22.0000	1.1308	0.0039	0.3458
23.0000	1.1322	0.0061	0.5355
24.0000	1.1309	0.0057	0.5009
25.0000	1.1317	0.0048	0.4213
26.0000	1.1303	0.0035	0.3106
27.0000	1.1310	0.0049	0.4292
28.0000	1.1313	0.0043	0.3825
29.0000	1.1324	0.0039	0.3413
30.0000	1.1289	0.0070	0.6212
31.0000	1.1339	0.0028	0.2490
32.0000	1.1318	0.0046	0.4063
33.0000	1.1319	0.0054	0.4757
34.0000	1.1301	0.0050	0.4461
35.0000	1.1297	0.0065	0.5771
36.0000	1.1345	0.0037	0.3253
37.0000	1.1333	0.0033	0.2925
38.0000	1.1305	0.0038	0.3374
39.0000	1.1301	0.0059	0.5196
40.0000	1.1324	0.0041	0.3587
41.0000	1.1324	0.0052	0.4603
42.0000	1.1332	0.0033	0.2872
43.0000	1.1328	0.0052	0.4626
44.0000	1.1340	0.0040	0.3493
45.0000	1.1342	0.0047	0.4149
46.0000	1.1319	0.0039	0.3445
47.0000	1.1377	0.0041	0.3576
48.0000	1.1342	0.0036	0.3133
49.0000	1.1366	0.0051	0.4445
