distance	signal	standard deviation	error (%)
0.0000	2.7868	0.0200	0.7193
1.0000	2.7821	0.0155	0.5570
2.0000	2.7817	0.0218	0.7845
3.0000	2.7821	0.0200	0.7202
4.0000	2.7825	0.0197	0.7064
5.0000	2.7835	0.0186	0.6693
6.0000	2.7851	0.0205	0.7343
7.0000	2.7830	0.0163	0.5853
8.0000	2.7855	0.0152	0.5459
9.0000	2.7828	0.0226	0.8124
10.0000	2.7814	0.0185	0.6667
11.0000	2.7874	0.0235	0.8417
12.0000	2.7826	0.0201	0.7223
13.0000	2.7841	0.0215	0.7730
14.0000	2.7793	0.0209	0.7519
15.0000	2.7854	0.0187	0.6709
16.0000	2.7877	0.0172	0.6166
17.0000	2.7888	0.0220	0.7873
18.0000	2.7845	0.0162	0.5825
19.0000	2.7828	0.0159	0.5706
20.0000	2.7833	0.0174	0.6241
21.0000	2.7834	0.0161	0.5796
22.0000	2.7853	0.0144	0.5177
23.0000	2.7832	0.0208	0.7481
24.0000	2.7841	0.0183	0.6568
25.0000	2.7871	0.0197	0.7084
26.0000	2.7899	0.0192	0.6869
27.0000	2.7816	0.0180	0.6488
28.0000	2.7835	0.0173	0.6233
29.0000	2.7855	0.0194	0.6974
30.0000	2.7792	0.0206	0.7396
31.0000	2.7904	0.0195	0.6974
32.0000	2.7847	0.0191	0.6877
33.0000	2.7869	0.0180	0.6462
34.0000	2.7835	0.0195	0.7020
35.0000	2.7805	0.0211	0.7578
36.0000	2.7765	0.0180	0.6477
37.0000	2.7877	0.0173	0.6222
38.0000	2.7834	0.0177	0.6365
39.0000	2.7780	0.0226	0.8129
40.0000	2.7865	0.0208	0.7467
41.0000	2.7876	0.0194	0.6964
42.0000	2.7787	0.0197	0.7099
43.0000	2.7806	0.0197	0.7075
44.0000	2.7838	0.0177	0.6351
45.0000	2.7828	0.0191	0.6853
46.0000	2.7834	0.0201	0.7211
47.0000	2.7840	0.0194	0.6962
48.0000	2.7840	0.0162	0.5809
49.0000	2.7856	0.0188	0.6733
