distance	signal	standard deviation	error (%)
0.0000	1.0025	0.0061	0.6079
1.0000	1.0013	0.0045	0.4475
2.0000	1.0005	0.0062	0.6177
3.0000	1.0006	0.0075	0.7524
4.0000	1.0016	0.0054	0.5419
5.0000	0.9998	0.0057	0.5679
6.0000	1.0002	0.0052	0.5235
7.0000	1.0007	0.0060	0.6022
8.0000	0.9994	0.0057	0.5726
9.0000	1.0011	0.0059	0.5881
10.0000	1.0019	0.0067	0.6710
11.0000	1.0018	0.0059	0.5862
12.0000	1.0015	0.0051	0.5096
13.0000	1.0006	0.0057	0.5723
14.0000	1.0017	0.0050	0.4971
15.0000	1.0021	0.0054	0.5357
16.0000	1.0011	0.0055	0.5498
17.0000	1.0020	0.0061	0.6060
18.0000	1.0013	0.0059	0.5879
19.0000	1.0026	0.0049	0.4879
20.0000	1.0006	0.0054	0.5428
21.0000	1.0018	0.0048	0.4784
22.0000	1.0007	0.0051	0.5119
23.0000	1.0021	0.0054	0.5339
24.0000	1.0013	0.0050	0.4973
25.0000	1.0012	0.0059	0.5917
26.0000	1.0014	0.0060	0.6006
27.0000	0.9995	0.0062	0.6166
28.0000	0.9999	0.0052	0.5228
29.0000	0.9999	0.0065	0.6498
30.0000	1.0011	0.0048	0.4824
31.0000	1.0012	0.0065	0.6532
32.0000	0.9995	0.0063	0.6336
33.0000	1.0005	0.0065	0.6468
34.0000	1.0014	0.0072	0.7212
35.0000	1.0004	0.0054	0.5362
36.0000	1.0018	0.0044	0.4347
37.0000	1.0024	0.0049	0.4886
38.0000	1.0014	0.0057	0.5727
39.0000	1.0009	0.0060	0.5998
40.0000	1.0003	0.0055	0.5455
41.0000	0.9995	0.0061	0.6102
42.0000	1.0017	0.0046	0.4614
43.0000	1.0011	0.0061	0.6107
44.0000	1.0020	0.0066	0.6564
45.0000	1.0006	0.0059	0.5850
46.0000	0.9994	0.0067	0.6722
47.0000	1.0007	0.0052	0.5181
48.0000	1.0007	0.0049	0.4865
49.0000	1.0003	0.0049	0.4943
