distance	signal	standard deviation	error (%)
0.0000	1.1320	0.0050	0.4412
1.0000	1.1332	0.0030	0.2650
2.0000	1.1328	0.0039	0.3472
3.0000	1.1298	0.0056	0.4940
4.0000	1.1333	0.0034	0.2997
5.0000	1.1296	0.0035	0.3104
6.0000	1.1328	0.0036	0.3179
7.0000	1.1339	0.0042	0.3686
8.0000	1.1320	0.0055	0.4882
9.0000	1.1328	0.0029	0.2537
10.0000	1.1317	0.0038	0.3338
11.0000	1.1323	0.0037	0.3235
12.0000	1.1334	0.0057	0.5047
13.0000	1.1298	0.0046	0.4103
14.0000	1.1319	0.0047	0.4196
15.0000	1.1328	0.0044	0.3858
16.0000	1.1309	0.0037	0.3271
17.0000	1.1317	0.0047	0.4157
18.0000	1.1330	0.0056	0.4948
19.0000	1.1327	0.0055	0.4870
20.0000	1.1320	0.0037	0.3237
21.0000	1.1343	0.0051	0.4501
22.0000	1.1324	0.0035	0.3088
23.0000	1.1325	0.0045	0.3987
24.0000	1.1327	0.0043	0.3795
25.0000	1.1315	0.0058	0.5099
26.0000	1.1352	0.0053	0.4704
27.0000	1.1329	0.0041	0.3631
28.0000	1.1312	0.0026	0.2291
29.0000	1.1340	0.0050	0.4417
30.0000	1.1341	0.0047	0.4147
31.0000	1.1313	0.0066	0.5824
32.0000	1.1333	0.0043	0.3816
33.0000	1.1340	0.0062	0.5467
34.0000	1.1342	0.0035	0.3069
35.0000	1.1304	0.0051	0.4474
36.0000	1.1339	0.0058	0.5150
37.0000	1.1307	0.0049	0.4366
38.0000	1.1319	0.0029	0.2589
39.0000	1.1339	0.0061	0.5345
40.0000	1.1316	0.0070	0.6184
41.0000	1.1329	0.0046	0.4029
42.0000	1.1326	0.0049	0.4344
43.0000	1.1326	0.0056	0.4964
44.0000	1.1350	0.0033	0.2917
45.0000	1.1330	0.0031	0.2724
46.0000	1.1312	0.0044	0.3912
47.0000	1.1328	0.0039	0.3462
48.0000	1.1327	0.0032	0.2847
49.0000	1.1312	0.0041	0.3640
