distance	signal	standard deviation	error (%)
0.0000	2.7452	0.0168	0.6102
1.0000	2.7427	0.0186	0.6780
2.0000	2.7459	0.0220	0.8021
3.0000	2.7381	0.0227	0.8283
4.0000	2.7351	0.0175	0.6401
5.0000	2.7420	0.0117	0.4273
6.0000	2.7420	0.0208	0.7593
7.0000	2.7373	0.0219	0.8006
8.0000	2.7346	0.0217	0.7932
9.0000	2.7348	0.0161	0.5898
10.0000	2.7340	0.0212	0.7737
11.0000	2.7406	0.0197	0.7205
12.0000	2.7292	0.0289	1.0585
13.0000	2.7341	0.0231	0.8459
14.0000	2.7349	0.0167	0.6091
15.0000	2.7424	0.0256	0.9322
16.0000	2.7354	0.0209	0.7647
17.0000	2.7427	0.0169	0.6160
18.0000	2.7365	0.0213	0.7779
19.0000	2.7459	0.0126	0.4575
20.0000	2.7408	0.0246	0.8959
21.0000	2.7428	0.0152	0.5552
22.0000	2.7348	0.0175	0.6387
23.0000	2.7364	0.0170	0.6197
24.0000	2.7365	0.0178	0.6502
25.0000	2.7329	0.0232	0.8499
26.0000	2.7334	0.0189	0.6922
27.0000	2.7345	0.0182	0.6654
28.0000	2.7350	0.0198	0.7250
29.0000	2.7335	0.0199	0.7278
30.0000	2.7361	0.0205	0.7478
31.0000	2.7433	0.0182	0.6645
32.0000	2.7392	0.0220	0.8021
33.0000	2.7369	0.0145	0.5298
34.0000	2.7408	0.0201	0.7319
35.0000	2.7431	0.0223	0.8145
36.0000	2.7386	0.0138	0.5032
37.0000	2.7376	0.0172	0.6295
38.0000	2.7359	0.0191	0.6986
39.0000	2.7395	0.0209	0.7637
40.0000	2.7383	0.0211	0.7710
41.0000	2.7428	0.0211	0.7686
42.0000	2.7380	0.0213	0.7772
43.0000	2.7344	0.0189	0.6920
44.0000	2.7399	0.0197	0.7178
45.0000	2.7380	0.0203	0.7408
46.0000	2.7453	0.0156	0.5690
47.0000	2.7435	0.0219	0.7984
48.0000	2.7393	0.0156	0.5681
49.0000	2.7390	0.0179	0.6526
