distance	signal	standard deviation	error (%)
0.0000	2.7848	0.0048	0.1711
1.0000	2.7843	0.0040	0.1426
2.0000	2.7841	0.0044	0.1582
3.0000	2.7852	0.0047	0.1673
4.0000	2.7843	0.0040	0.1424
5.0000	2.7837	0.0045	0.1607
6.0000	2.7838	0.0056	0.2011
7.0000	2.7839	0.0036	0.1284
8.0000	2.7852	0.0043	0.1557
9.0000	2.7835	0.0053	0.1899
10.0000	2.7841	0.0048	0.1709
11.0000	2.7853	0.0046	0.1639
12.0000	2.7842	0.0049	0.1768
13.0000	2.7845	0.0042	0.1504
14.0000	2.7834	0.0038	0.1369
15.0000	2.7841	0.0046	0.1669
16.0000	2.7847	0.0046	0.1640
17.0000	2.7838	0.0043	0.1561
18.0000	2.7848	0.0045	0.1610
19.0000	2.7839	0.0051	0.1820
20.0000	2.7837	0.0048	0.1707
21.0000	2.7845	0.0037	0.1343
22.0000	2.7845	0.0056	0.1998
23.0000	2.7832	0.0059	0.2114
24.0000	2.7844	0.0042	0.1496
25.0000	2.7844	0.0035	0.1249
26.0000	2.7830	0.0059	0.2116
27.0000	2.7844	0.0055	0.1981
28.0000	2.7841	0.0035	0.1263
29.0000	2.7840	0.0041	0.1486
30.0000	2.7835	0.0046	0.1666
31.0000	2.7838	0.0065	0.2324
32.0000	2.7843	0.0043	0.1540
33.0000	2.7840	0.0044	0.1565
34.0000	2.7835	0.0056	0.2006
35.0000	2.7841	0.0052	0.1854
36.0000	2.7836	0.0057	0.2059
37.0000	2.7840	0.0049	0.1771
38.0000	2.7839	0.0050	0.1780
39.0000	2.7834	0.0059	0.2121
40.0000	2.7841	0.0043	0.1541
41.0000	2.7845	0.0055	0.1971
42.0000	2.7843	0.0041	0.1458
43.0000	2.7851	0.0037	0.1342
44.0000	2.7842	0.0048	0.1728
45.0000	2.7841	0.0048	0.1736
46.0000	2.7842	0.0042	0.1495
47.0000	2.7843	0.0047	0.1691
48.0000	2.7844	0.0063	0.2252
49.0000	2.7836	0.0036	0.1311
