distance	signal	standard deviation	error (%)
0.0000	3.2841	0.0407	1.2403
1.0000	3.3096	0.0317	0.9586
2.0000	3.2948	0.0539	1.6362
3.0000	3.3154	0.0476	1.4359
4.0000	3.2987	0.0246	0.7449
5.0000	3.3262	0.0492	1.4806
6.0000	3.3069	0.0432	1.3065
7.0000	3.3083	0.0246	0.7425
8.0000	3.3048	0.0289	0.8741
9.0000	3.3026	0.0352	1.0654
10.0000	3.2927	0.0434	1.3180
11.0000	3.3100	0.0345	1.0424
12.0000	3.2916	0.0248	0.7520
13.0000	3.3216	0.0270	0.8133
14.0000	3.3116	0.0300	0.9062
15.0000	3.3050	0.0387	1.1699
16.0000	3.3114	0.0361	1.0899
17.0000	3.2996	0.0303	0.9177
18.0000	3.3238	0.0391	1.1775
19.0000	3.3025	0.0305	0.9248
20.0000	3.2903	0.0290	0.8828
21.0000	3.3136	0.0343	1.0342
22.0000	3.3051	0.0352	1.0640
23.0000	3.3006	0.0362	1.0968
24.0000	3.2955	0.0383	1.1614
25.0000	3.3155	0.0386	1.1637
26.0000	3.3239	0.0474	1.4255
27.0000	3.3168	0.0261	0.7875
28.0000	3.3263	0.0367	1.1033
29.0000	3.2883	0.0352	1.0717
30.0000	3.2919	0.0351	1.0653
31.0000	3.3043	0.0236	0.7137
32.0000	3.3095	0.0224	0.6775
33.0000	3.3016	0.0261	0.7920
34.0000	3.2980	0.0422	1.2798
35.0000	3.2881	0.0245	0.7438
36.0000	3.3011	0.0359	1.0862
37.0000	3.2945	0.0200	0.6082
38.0000	3.3197	0.0340	1.0228
39.0000	3.3090	0.0367	1.1087
40.0000	3.3089	0.0487	1.4724
41.0000	3.2893	0.0360	1.0942
42.0000	3.2881	0.0379	1.1536
43.0000	3.3086	0.0236	0.7132
44.0000	3.2691	0.0354	1.0819
45.0000	3.3023	0.0282	0.8540
46.0000	3.3110	0.0332	1.0036
47.0000	3.3154	0.0529	1.5961
48.0000	3.2990	0.0163	0.4945
49.0000	3.3081	0.0345	1.0439
50.0000	3.3195	0.0433	1.3044
51.0000	3.2971	0.0322	0.9760
52.0000	3.3007	0.0302	0.9151
53.0000	3.3082	0.0407	1.2317
54.0000	3.3104	0.0427	1.2891
55.0000	3.2950	0.0402	1.2190
56.0000	3.3138	0.0306	0.9249
57.0000	3.2854	0.0249	0.7575
58.0000	3.2964	0.0347	1.0523
59.0000	3.3090	0.0446	1.3466
60.0000	3.3130	0.0366	1.1055
61.0000	3.2813	0.0381	1.1620
62.0000	3.3006	0.0339	1.0271
63.0000	3.3085	0.0264	0.7985
64.0000	3.3225	0.0242	0.7288
65.0000	3.3062	0.0341	1.0312
66.0000	3.2858	0.0210	0.6376
67.0000	3.2991	0.0314	0.9512
68.0000	3.3145	0.0209	0.6306
69.0000	3.3048	0.0417	1.2628
70.0000	3.3048	0.0213	0.6441
71.0000	3.3116	0.0407	1.2300
72.0000	3.3122	0.0262	0.7914
73.0000	3.3191	0.0243	0.7320
74.0000	3.3189	0.0326	0.9826
75.0000	3.2863	0.0412	1.2551
76.0000	3.2870	0.0340	1.0348
77.0000	3.3012	0.0324	0.9800
78.0000	3.3105	0.0436	1.3180
79.0000	3.2991	0.0341	1.0330
80.0000	3.2960	0.0358	1.0859
81.0000	3.3099	0.0213	0.6425
82.0000	3.3045	0.0472	1.4285
83.0000	3.3000	0.0388	1.1762
84.0000	3.2889	0.0437	1.3287
85.0000	3.3083	0.0423	1.2792
86.0000	3.3118	0.0412	1.2433
87.0000	3.3056	0.0325	0.9842
88.0000	3.3008	0.0371	1.1242
89.0000	3.3131	0.0358	1.0811
90.0000	3.3280	0.0620	1.8641
91.0000	3.3268	0.0391	1.1742
92.0000	3.3240	0.0532	1.6005
93.0000	3.2977	0.0196	0.5929
94.0000	3.3051	0.0311	0.9418
95.0000	3.2949	0.0284	0.8621
96.0000	3.3013	0.0277	0.8393
97.0000	3.3046	0.0291	0.8817
98.0000	3.3078	0.0386	1.1680
99.0000	3.2948	0.0411	1.2486
