distance	signal	standard deviation	error (%)
0.0000	2.5090	0.0245	0.9767
1.0000	2.5216	0.0256	1.0150
2.0000	2.6333	0.0274	1.0392
3.0000	2.5769	0.1472	5.7129
4.0000	2.6536	0.0298	1.1227
5.0000	2.6593	0.0207	0.7799
6.0000	2.5101	0.0249	0.9938
7.0000	2.6925	0.0335	1.2460
8.0000	2.6815	0.1637	6.1033
9.0000	2.6330	0.0311	1.1825
10.0000	2.5570	0.1418	5.5442
11.0000	2.6492	0.0344	1.2994
12.0000	2.7602	0.0230	0.8336
13.0000	2.7730	0.0253	0.9115
14.0000	2.5912	0.0241	0.9307
15.0000	2.6557	0.1582	5.9559
16.0000	2.5603	0.0156	0.6082
17.0000	2.7625	0.0322	1.1655
18.0000	2.5878	0.0142	0.5496
19.0000	2.6893	0.0304	1.1314
20.0000	2.6885	0.0348	1.2962
21.0000	2.5339	0.0257	1.0124
22.0000	2.6380	0.0225	0.8540
23.0000	2.6388	0.0271	1.0267
24.0000	2.5261	0.1012	4.0057
25.0000	2.6736	0.0291	1.0878
26.0000	2.7282	0.1252	4.5910
27.0000	2.5236	0.0248	0.9816
28.0000	2.7181	0.0316	1.1642
29.0000	2.5533	0.0231	0.9033
30.0000	2.5628	0.0315	1.2288
31.0000	2.7540	0.0328	1.1918
32.0000	2.5917	0.0242	0.9329
33.0000	2.5520	0.0192	0.7525
34.0000	2.5539	0.0201	0.7887
35.0000	2.7486	0.0307	1.1163
36.0000	2.5788	0.0249	0.9655
37.0000	2.6768	0.0258	0.9628
38.0000	2.7004	0.0293	1.0862
39.0000	2.6857	0.1482	5.5177
40.0000	2.6469	0.1612	6.0901
41.0000	2.6287	0.0280	1.0668
42.0000	2.5642	0.1503	5.8623
43.0000	2.6578	0.0237	0.8932
44.0000	2.6692	0.0289	1.0809
45.0000	2.5133	0.0193	0.7682
46.0000	2.6930	0.0250	0.9294
47.0000	2.6590	0.1647	6.1922
48.0000	2.6060	0.1604	6.1552
49.0000	2.6404	0.0289	1.0945
50.0000	2.5882	0.0277	1.0685
51.0000	2.5996	0.0260	0.9984
52.0000	2.7100	0.0260	0.9608
53.0000	2.5352	0.0262	1.0317
54.0000	2.5422	0.0261	1.0275
55.0000	2.6776	0.0238	0.8907
56.0000	2.5240	0.0291	1.1519
57.0000	2.7092	0.0190	0.7020
58.0000	2.5516	0.0273	1.0712
59.0000	2.5643	0.0235	0.9164
60.0000	2.7533	0.0341	1.2386
61.0000	2.5839	0.0193	0.7462
62.0000	2.7086	0.1361	5.0256
63.0000	2.6903	0.1498	5.5698
64.0000	2.6181	0.0232	0.8873
65.0000	2.5772	0.1564	6.0691
66.0000	2.6453	0.0261	0.9876
67.0000	2.7114	0.1248	4.6015
68.0000	2.6117	0.0254	0.9718
69.0000	2.6279	0.1556	5.9225
70.0000	2.6366	0.0198	0.7494
71.0000	2.6436	0.0293	1.1094
72.0000	2.4974	0.0281	1.1266
73.0000	2.6735	0.0331	1.2391
74.0000	2.5203	0.0244	0.9683
75.0000	2.5216	0.0243	0.9643
76.0000	2.7174	0.0299	1.0996
77.0000	2.5460	0.0301	1.1825
78.0000	2.7456	0.0274	0.9982
79.0000	2.7501	0.0299	1.0874
80.0000	2.5778	0.0246	0.9560
81.0000	2.6077	0.0310	1.1904
82.0000	2.6145	0.0261	0.9971
83.0000	2.6226	0.1620	6.1769
84.0000	2.7586	0.0364	1.3203
85.0000	2.7738	0.0280	1.0109
86.0000	2.6027	0.0269	1.0321
87.0000	2.7041	0.0328	1.2146
88.0000	2.7062	0.0325	1.2006
89.0000	2.5497	0.0228	0.8959
90.0000	2.7461	0.0341	1.2408
91.0000	2.5799	0.0277	1.0742
92.0000	2.5807	0.0236	0.9144
93.0000	2.7102	0.1325	4.8896
94.0000	2.6470	0.0303	1.1440
95.0000	2.4981	0.0199	0.7954
96.0000	2.6771	0.0252	0.9424
97.0000	2.5215	0.0247	0.9788
98.0000	2.6978	0.0230	0.8532
99.0000	2.6352	0.1640	6.2233
