distance	signal	standard deviation	error (%)
0.0000	2.7745	0.0252	0.9068
1.0000	2.7719	0.0177	0.6385
2.0000	2.7824	0.0276	0.9905
3.0000	2.7761	0.0355	1.2783
4.0000	2.7755	0.0250	0.9010
5.0000	2.7899	0.0149	0.5355
6.0000	2.7911	0.0265	0.9509
7.0000	2.7778	0.0178	0.6422
8.0000	2.7771	0.0117	0.4195
9.0000	2.7797	0.0142	0.5093
10.0000	2.7835	0.0209	0.7501
11.0000	2.7803	0.0197	0.7098
12.0000	2.7756	0.0307	1.1054
13.0000	2.7839	0.0298	1.0688
14.0000	2.7806	0.0226	0.8130
15.0000	2.7821	0.0410	1.4752
16.0000	2.7805	0.0252	0.9067
17.0000	2.7696	0.0230	0.8311
18.0000	2.7774	0.0392	1.4122
19.0000	2.7722	0.0196	0.7084
20.0000	2.7778	0.0229	0.8227
21.0000	2.7819	0.0244	0.8770
22.0000	2.7901	0.0287	1.0285
23.0000	2.7718	0.0239	0.8618
24.0000	2.7817	0.0218	0.7839
25.0000	2.7750	0.0223	0.8048
26.0000	2.7636	0.0330	1.1957
27.0000	2.7686	0.0233	0.8401
28.0000	2.7844	0.0244	0.8747
29.0000	2.7799	0.0289	1.0391
30.0000	2.7726	0.0399	1.4389
31.0000	2.7971	0.0273	0.9763
32.0000	2.7757	0.0226	0.8132
33.0000	2.7744	0.0203	0.7309
34.0000	2.7856	0.0266	0.9554
35.0000	2.7653	0.0196	0.7081
36.0000	2.7897	0.0292	1.0464
37.0000	2.7761	0.0247	0.8890
38.0000	2.7738	0.0219	0.7908
39.0000	2.7858	0.0172	0.6179
40.0000	2.7734	0.0183	0.6615
41.0000	2.7626	0.0189	0.6854
42.0000	2.7752	0.0136	0.4913
43.0000	2.7825	0.0206	0.7408
44.0000	2.7764	0.0270	0.9731
45.0000	2.7671	0.0191	0.6915
46.0000	2.7816	0.0146	0.5236
47.0000	2.7701	0.0192	0.6913
48.0000	2.7891	0.0286	1.0263
49.0000	2.7663	0.0288	1.0409
