distance	signal	standard deviation	error (%)
0.0000	1.0017	0.0040	0.4042
1.0000	1.0023	0.0062	0.6161
2.0000	1.0007	0.0028	0.2763
3.0000	1.0016	0.0048	0.4831
4.0000	1.0020	0.0058	0.5749
5.0000	1.0016	0.0060	0.5953
6.0000	1.0000	0.0075	0.7497
7.0000	1.0028	0.0051	0.5127
8.0000	1.0025	0.0043	0.4303
9.0000	1.0029	0.0046	0.4576
10.0000	1.0001	0.0064	0.6435
11.0000	0.9984	0.0062	0.6217
12.0000	0.9994	0.0077	0.7749
13.0000	1.0012	0.0072	0.7162
14.0000	1.0017	0.0049	0.4920
15.0000	1.0028	0.0050	0.5021
16.0000	1.0003	0.0071	0.7065
17.0000	0.9987	0.0066	0.6630
18.0000	1.0038	0.0083	0.8274
19.0000	0.9979	0.0043	0.4353
20.0000	1.0010	0.0056	0.5618
21.0000	1.0000	0.0045	0.4548
22.0000	1.0020	0.0075	0.7462
23.0000	0.9993	0.0077	0.7685
24.0000	1.0060	0.0084	0.8380
25.0000	1.0015	0.0042	0.4190
26.0000	1.0028	0.0058	0.5807
27.0000	1.0000	0.0044	0.4419
28.0000	0.9968	0.0049	0.4919
29.0000	1.0034	0.0082	0.8214
30.0000	0.9979	0.0073	0.7296
31.0000	0.9992	0.0044	0.4378
32.0000	1.0000	0.0054	0.5418
33.0000	1.0032	0.0071	0.7060
34.0000	1.0048	0.0073	0.7266
35.0000	1.0004	0.0075	0.7472
36.0000	1.0004	0.0057	0.5712
37.0000	1.0023	0.0090	0.9007
38.0000	0.9989	0.0068	0.6807
39.0000	1.0006	0.0037	0.3664
40.0000	0.9994	0.0056	0.5628
41.0000	1.0020	0.0066	0.6599
42.0000	1.0015	0.0080	0.7983
43.0000	1.0031	0.0064	0.6361
44.0000	1.0003	0.0057	0.5667
45.0000	1.0056	0.0053	0.5309
46.0000	1.0038	0.0063	0.6324
47.0000	1.0029	0.0058	0.5794
48.0000	1.0017	0.0072	0.7208
49.0000	0.9996	0.0062	0.6218
