distance	signal	standard deviation	error (%)
0.0000	3.0808	0.0250	0.8127
1.0000	3.0817	0.0345	1.1187
2.0000	3.0723	0.0309	1.0069
3.0000	3.0825	0.0250	0.8115
4.0000	3.0923	0.0246	0.7964
5.0000	3.0758	0.0252	0.8190
6.0000	3.0918	0.0155	0.5023
7.0000	3.0785	0.0305	0.9916
8.0000	3.0818	0.0482	1.5636
9.0000	3.0905	0.0309	1.0013
10.0000	3.0977	0.0292	0.9423
11.0000	3.0620	0.0375	1.2234
12.0000	3.0698	0.0244	0.7941
13.0000	3.0833	0.0223	0.7234
14.0000	3.0744	0.0220	0.7158
15.0000	3.0937	0.0290	0.9383
16.0000	3.0728	0.0187	0.6101
17.0000	3.0796	0.0208	0.6757
18.0000	3.0772	0.0240	0.7810
19.0000	3.0873	0.0247	0.8010
20.0000	3.0733	0.0274	0.8931
21.0000	3.0731	0.0284	0.9244
22.0000	3.0872	0.0325	1.0535
23.0000	3.1001	0.0304	0.9805
24.0000	3.0760	0.0161	0.5248
25.0000	3.0775	0.0303	0.9841
26.0000	3.0742	0.0208	0.6761
27.0000	3.0670	0.0330	1.0756
28.0000	3.0933	0.0438	1.4157
29.0000	3.0679	0.0261	0.8520
30.0000	3.0825	0.0354	1.1489
31.0000	3.0638	0.0302	0.9854
32.0000	3.0904	0.0197	0.6390
33.0000	3.0836	0.0231	0.7479
34.0000	3.0750	0.0268	0.8729
35.0000	3.0705	0.0208	0.6777
36.0000	3.0754	0.0550	1.7882
37.0000	3.0808	0.0361	1.1705
38.0000	3.0691	0.0261	0.8504
39.0000	3.0834	0.0187	0.6052
40.0000	3.0838	0.0279	0.9053
41.0000	3.0706	0.0362	1.1805
42.0000	3.0858	0.0275	0.8914
43.0000	3.0848	0.0340	1.1012
44.0000	3.0739	0.0487	1.5839
45.0000	3.0720	0.0247	0.8038
46.0000	3.0924	0.0265	0.8572
47.0000	3.0974	0.0247	0.7980
48.0000	3.0878	0.0154	0.5002
49.0000	3.0737	0.0430	1.3997
50.0000	3.0741	0.0216	0.7040
51.0000	3.0847	0.0201	0.6515
52.0000	3.0744	0.0142	0.4627
53.0000	3.0784	0.0280	0.9101
54.0000	3.0869	0.0224	0.7246
55.0000	3.0680	0.0341	1.1130
56.0000	3.0728	0.0268	0.8734
57.0000	3.0798	0.0178	0.5796
58.0000	3.0736	0.0243	0.7909
59.0000	3.0772	0.0190	0.6159
60.0000	3.0810	0.0261	0.8474
61.0000	3.0677	0.0306	0.9972
62.0000	3.0735	0.0238	0.7731
63.0000	3.0756	0.0336	1.0913
64.0000	3.0697	0.0308	1.0020
65.0000	3.0779	0.0369	1.1976
66.0000	3.0747	0.0184	0.5976
67.0000	3.0878	0.0214	0.6934
68.0000	3.0857	0.0192	0.6215
69.0000	3.0794	0.0309	1.0037
70.0000	3.0778	0.0229	0.7456
71.0000	3.0753	0.0311	1.0113
72.0000	3.0654	0.0327	1.0656
73.0000	3.0791	0.0316	1.0258
74.0000	3.0609	0.0267	0.8723
75.0000	3.0867	0.0297	0.9628
76.0000	3.0878	0.0320	1.0358
77.0000	3.0651	0.0316	1.0297
78.0000	3.0782	0.0244	0.7918
79.0000	3.0822	0.0303	0.9823
80.0000	3.0707	0.0220	0.7165
81.0000	3.0719	0.0326	1.0626
82.0000	3.0797	0.0100	0.3240
83.0000	3.0790	0.0167	0.5424
84.0000	3.0575	0.0267	0.8730
85.0000	3.0788	0.0210	0.6806
86.0000	3.0964	0.0163	0.5272
87.0000	3.0748	0.0248	0.8064
88.0000	3.0763	0.0247	0.8029
89.0000	3.0716	0.0357	1.1611
90.0000	3.0892	0.0272	0.8819
91.0000	3.0852	0.0192	0.6233
92.0000	3.0750	0.0341	1.1099
93.0000	3.0815	0.0345	1.1205
94.0000	3.0834	0.0240	0.7781
95.0000	3.0651	0.0435	1.4178
96.0000	3.0670	0.0355	1.1563
97.0000	3.0735	0.0298	0.9696
98.0000	3.0864	0.0235	0.7628
99.0000	3.0730	0.0281	0.9131
