0.0028200000	2.9634447590
0.0028400000	2.9898514056
0.0028600000	3.0223766714
0.0028800000	3.0542578790
0.0029000000	3.0661730794
0.0029200000	3.0938678732
0.0029400000	3.1180203136
0.0029600000	3.1347660078
0.0029800000	3.1495795081
0.0030000000	3.1695455324
0.0030200000	3.1882234285
0.0030400000	3.1975623775
0.0030600000	3.2191385720
0.0030800000	3.2320198836
0.0031000000	3.2458672949
0.0031200000	3.2487655904
0.0031400000	3.2648672333
0.0031600000	3.2745282199
0.0031800000	3.2890197009
0.0032000000	3.2954603596
0.0032200000	3.2999688209
0.0032400000	3.3122060736
0.0032600000	3.3289517894
0.0032800000	3.3279856903
0.0033000000	3.3370026150
0.0033200000	3.3473076724
0.0033400000	3.3534263006
0.0033600000	3.3605110283
0.0033800000	3.3634093261
0.0034000000	3.3669516901
0.0034200000	3.3711381205
0.0034400000	3.3801550478
0.0034600000	3.3878838430
0.0034800000	3.3917482408
0.0035000000	3.3952906056
0.0035200000	3.4004431363
0.0035400000	3.4023753353
0.0035600000	3.4078498994
0.0035800000	3.4117142978
0.0036000000	3.4184769951
0.0036200000	3.4204091944
0.0036400000	3.4313583243
0.0036600000	3.4303922245
0.0036800000	3.4294261248
0.0037000000	3.4358667897
0.0037200000	3.4426294882
0.0037400000	3.4371549227
0.0037600000	3.4416633884
0.0037800000	3.4455277876
0.0038000000	3.4564769194
0.0038200000	3.4526125199
0.0038400000	3.4506803201
0.0038600000	3.4606633524
0.0038800000	3.4625955522
0.0039000000	3.4616294523
0.0039200000	3.4693582520
0.0039400000	3.4777311188
0.0039600000	3.4716124853
0.0039800000	3.4738667186
0.0040000000	3.4729006186
0.0040200000	3.4809514523
0.0040400000	3.4770870521
0.0040600000	3.4819175524
0.0040800000	3.4941548205
0.0041000000	3.4844938192
0.0041200000	3.4822395857
0.0041400000	3.4867480528
0.0041600000	3.4883582197
0.0041800000	3.4890022864
0.0042000000	3.4980192211
0.0042200000	3.4960870208
0.0042400000	3.4954429540
0.0042600000	3.4967310876
0.0042800000	3.5063920896
0.0043000000	3.5031717555
0.0043200000	3.4954429540
0.0043400000	3.5041378558
0.0043600000	3.5063920896
0.0043800000	3.4999514215
0.0044000000	3.5115446244
0.0044200000	3.5134768249
0.0044400000	3.5157310589
0.0044600000	3.5112225909
0.0044800000	3.5118666578
0.0045000000	3.5131547915
0.0045200000	3.5121886912
0.0045400000	3.5150869921
0.0045600000	3.5154090255
0.0045800000	3.5105785241
0.0046000000	3.5137988584
0.0046200000	3.5212056274
0.0046400000	3.5221717278
0.0046600000	3.5150869921
0.0046800000	3.5192734268
0.0047000000	3.5237818950
0.0047200000	3.5141208918
