0.071	4.953
0.121	4.979
0.155	4.994
0.171	4.992
0.198	4.956
0.203	5.002
0.216	5.004
0.218	4.981
0.228	5.010
0.251	4.978
0.243	4.990
0.281	5.008
0.294	4.973
0.281	4.993
0.312	4.977
0.300	4.984
0.314	4.987
0.341	4.972
0.329	4.992
0.341	5.006
0.351	4.990
0.374	4.963
0.362	4.996
0.375	4.995
0.404	4.990
0.406	4.958
0.411	4.998
0.409	4.989
0.431	4.992
0.441	4.992
0.447	4.987
0.443	5.005
0.472	5.009
0.486	4.980
0.503	4.977
0.498	4.989
0.504	4.990
0.517	4.989
0.531	4.962
0.529	4.998
0.523	4.991
0.554	5.006
0.564	4.982
0.571	4.970
0.561	4.993
0.597	4.998
0.599	4.965
0.613	4.991
0.626	4.976
0.631	4.993
0.628	4.966
0.653	4.967
0.632	5.001
0.668	4.992
0.658	4.997
0.681	4.984
0.681	4.987
0.704	4.986
0.701	4.993
0.707	4.985
0.735	4.974
0.721	4.978
0.735	4.997
0.744	4.965
0.759	4.987
0.769	4.987
0.775	4.977
0.770	4.990
0.798	4.987
0.797	4.968
0.831	4.982
0.826	4.985
0.829	4.963
0.833	4.987
0.847	4.967
0.852	4.989
0.856	4.976
0.872	4.998
0.868	4.991
0.894	4.998
0.895	4.986
0.907	4.982
0.905	4.981
0.930	4.986
0.949	4.964
0.940	4.970
0.932	4.990
0.953	4.981
0.967	4.974
0.981	4.963
0.969	5.006
0.992	5.005
0.995	4.979
1.018	4.961
1.014	4.971
0.999	4.983
1.046	4.990
1.045	4.954
1.041	4.991
1.046	4.962
1.062	4.997
1.072	4.967
1.078	4.972
1.062	4.986
1.090	4.992
1.099	4.990
1.125	4.963
1.125	5.000
1.126	4.984
1.126	4.979
1.145	4.977
1.150	4.969
1.139	4.980
1.170	4.999
1.171	4.993
1.186	4.972
1.180	4.986
1.201	4.994
1.195	4.968
1.231	4.974
1.227	4.992
1.214	4.980
1.226	4.994
1.243	4.942
1.242	4.988
1.261	5.002
1.256	4.996
1.274	4.978
1.275	4.990
1.269	4.987
1.302	5.002
1.307	4.963
1.320	4.982
1.329	4.994
1.321	4.990
1.344	4.949
1.340	4.970
1.330	5.000
1.359	4.982
1.361	5.000
1.370	4.989
1.371	4.984
1.394	4.983
1.408	4.972
1.400	4.959
1.408	4.979
1.412	4.985
1.431	4.998
1.431	4.968
1.445	4.975
1.446	4.976
1.455	4.988
1.469	4.988
1.485	4.979
1.450	4.984
1.487	4.973
1.493	4.979
1.491	4.964
1.507	4.988
1.518	4.980
